key,kind,dataset,database_gib,mode,response_format,concurrency,replicas,offered_rps,repetition,requests,successful,rps,successful_rps,error_fraction,timeout_fraction,latency_mean_s,latency_p50_s,latency_p95_s,latency_p99_s,latency_p999_s,latency_max_s,latency_cv,ttfb_p95_s,response_throughput_bytes_per_s,tap_api_cpu_cores_mean,postgres_cpu_cores_mean,postgres_read_bytes_per_s,cache_hit_ratio,bottleneck,invalid
sat-D3-c4-r0,saturation,D3,25.038,closed,csv,4,1,,0,27735,27735,92.43698886838799,92.43698886838799,0.0,0.0,0.04324116918214884,0.040781688410788774,0.06690811133012174,0.08276800740510225,0.15728946688213066,0.2110663470812142,0.3172459005247568,0.05504731009714305,3893414.3255908266,1.038515609225795,0.17310672451782302,1518.647076028794,0.9945119757129122,TAP_CPU_BOUND,False
sat-D3-c4-r1,saturation,D3,25.038,closed,csv,4,1,,1,27668,27668,92.22210712631032,92.22210712631032,0.0,0.0,0.0433430851026357,0.04099278664216399,0.06684497098904094,0.08247774193063376,0.1513758041509457,0.18279967783018947,0.31320662304149804,0.055098987556993946,3918644.848825707,1.0403289677473724,0.17457442228620942,689.021655739991,0.9943225956358284,TAP_CPU_BOUND,False
sat-D3-c4-r2,saturation,D3,25.038,closed,csv,4,1,,2,27584,27584,91.93885798319855,91.93885798319855,0.0,0.0,0.04347528269510863,0.04104162263683975,0.06709500930737704,0.08272306564729655,0.15075993870943818,0.1800095969811082,0.31270004559415476,0.055141825834289185,3929037.5333268354,1.0302645959720391,0.17248217901378723,401.3592649373398,0.9943377870555387,TAP_CPU_BOUND,False
sat-D3-c4-r3,saturation,D3,25.038,closed,csv,4,1,,3,27692,27692,92.30023714694487,92.30023714694487,0.0,0.0,0.04330570779163829,0.04089237563312054,0.06700978870503604,0.08364472255110741,0.15799049129989154,0.2034624619409442,0.31955410612273527,0.05509696220979093,3904658.6696667997,1.033750379359685,0.17088837818379643,340.36407303637617,0.9945505809853252,TAP_CPU_BOUND,False
sat-D3-c4-r4,saturation,D3,25.038,closed,csv,4,1,,4,27696,27696,92.31424754155836,92.31424754155836,0.0,0.0,0.043299615538032354,0.04076240654103458,0.06721402169205248,0.08257742186542599,0.15682555698324105,0.20121254911646247,0.31756941108607156,0.054871804313734174,3936011.351882342,1.0313184355435103,0.17215865362066204,459.6390814768191,0.9946449643334014,TAP_CPU_BOUND,False
stress-D3-Q09,stress,D3,25.038,closed,csv,4,1,,0,1762,1762,29.306320331807044,29.306320331807044,0.0,0.0,0.13633954481493415,0.13255365123040974,0.16861280628945674,0.19031063691247255,0.23998518299078694,0.24717906024307013,0.11870346432187362,0.16627032125834376,1524983.6847859113,0.3883938296500341,3.2168035929878376,0.0,0.999982554448666,UNKNOWN,False
stress-D3-Q11,stress,D3,25.038,closed,csv,4,1,,0,404,404,6.709904787433889,6.709904787433889,0.0,0.0,0.5952995543305919,0.5907271408941597,0.6793592164060099,0.7282573946332558,0.7638754150923344,0.7662228089757264,0.08221702862750464,0.18848497041035442,17742229.042274594,1.0003150145774264,0.14674735423051252,0.0,0.9999846705914074,SERIALIZATION_BOUND,False
stress-D3-Q13,stress,D3,25.038,closed,csv,4,1,,0,139,107,2.259301420949874,1.739174475119687,0.2302158273381295,0.0,1.752886130189751,1.9879806879907846,3.043349460186436,3.467959359455855,3.5976124758021917,3.6052009221166372,0.5269417046463255,3.0416412055026734,2871.7183917308043,0.037096243513117806,7.489679641169043,0.0,0.9998967128818437,DATABASE_CPU_BOUND,False
stress-D3-Q14,stress,D3,25.038,closed,csv,4,1,,0,1685,1685,27.90548931725385,27.90548931725385,0.0,0.0,0.14268718028706373,0.10949278809130192,0.49660019427537916,0.5377549383975566,0.5983098744731592,0.6686693872325122,0.7698637094405287,0.4890181042253971,4952422.315271226,0.5518708783669558,5.449305802927311,227.79550547952576,0.9999687844154656,UNKNOWN,False
conc-D4-c1-r0,concurrency,D4,45.194,closed,csv,1,1,,0,13641,13641,75.77949504866777,75.77949504866777,0.0,0.0,0.013164242049947476,0.011616758070886135,0.023691891226917505,0.02763814236968756,0.03266281215474062,0.14557382510975003,0.40866046646679827,0.017192437779158354,3346789.02722882,0.7287294167835926,0.16222098336967825,53764.962208803045,0.7557996306944731,DATABASE_IO_BOUND,False
conc-D4-c1-r1,concurrency,D4,45.194,closed,csv,1,1,,1,13561,13561,75.33429404156469,75.33429404156469,0.0,0.0,0.01324167544299381,0.01166363712400198,0.023888817988336086,0.02794601693749427,0.03350640717893987,0.12801355496048927,0.41220830276884335,0.017309750895947218,3339943.304270475,0.7337919804500412,0.16284260217255073,474.72346016621765,0.7714504372674124,DATABASE_IO_BOUND,False
conc-D4-c1-r2,concurrency,D4,45.194,closed,csv,1,1,,2,13661,13661,75.89126786131901,75.89126786131901,0.0,0.0,0.01314552086926645,0.011619336903095245,0.023749419022351503,0.02757886070758104,0.03199360142461985,0.13296801410615444,0.40733377010619226,0.01719921175390482,3366456.4734615195,0.7405016482903212,0.1627982123286297,0.0,0.7712302537273382,DATABASE_IO_BOUND,False
conc-D4-c2-r0,concurrency,D4,45.194,closed,csv,2,1,,0,15799,15799,87.76446893080102,87.76446893080102,0.0,0.0,0.022755883214055042,0.02115237107500434,0.03610356305725872,0.04398362428881229,0.12434103132132529,0.15455602016299963,0.3424865045858671,0.029592216759920114,3822145.021724382,0.9386158898808277,0.19449467852636906,0.0,0.7729672834173904,TAP_CPU_BOUND,False
conc-D4-c2-r1,concurrency,D4,45.194,closed,csv,2,1,,1,16139,16139,89.6555697363607,89.6555697363607,0.0,0.0,0.02227691761885385,0.020633366890251637,0.03527345634065568,0.04256136627867818,0.12234334261436196,0.14706710632890463,0.3366828424307899,0.028838127572089433,3909605.802001716,0.9457043166057759,0.20023577544882815,0.0,0.771715042475464,TAP_CPU_BOUND,False
conc-D4-c2-r2,concurrency,D4,45.194,closed,csv,2,1,,2,16048,16048,89.15048620651451,89.15048620651451,0.0,0.0,0.022403551786825765,0.02080450882203877,0.03510416401550174,0.04265742110554132,0.11983909159247089,0.14582039788365364,0.3350395325431265,0.028905699355527757,3928094.7429675795,0.9494618718993255,0.19559150320518412,0.0,0.7713441669891153,TAP_CPU_BOUND,False
conc-D4-c4-r0,concurrency,D4,45.194,closed,csv,4,1,,0,16516,16516,91.73593908185255,91.73593908185255,0.0,0.0,0.04357106321044474,0.041080471593886614,0.06806036445777863,0.08237812011502693,0.1574005326675257,0.17987047974020243,0.3172257100602148,0.05555785447359085,3966709.851223793,1.0282657075394128,0.2083814576538779,0.0,0.7742605207483629,TAP_CPU_BOUND,False
