target,server,query_class,response_format,concurrency,repetition,requests,error_fraction,rps,latency_p50_s,latency_p95_s,ttfb_p95_s,mean_response_bytes,generator_cpu_peak,generator_guard_ok
dachs-local,dachs,Q07,votable,16,3,1015,0.0,8.368,1.887177,2.41656,2.416077,28823.0,0.015,True
egernia-local,egernia,Q07,votable,32,1,17517,0.0,145.796,0.214107,0.26975,0.263474,28293.1,0.115,True
dachs-local,dachs,Q07,votable,32,1,1032,0.0,8.39,3.791516,4.216483,4.215878,29552.8,0.02,True
egernia-local,egernia,Q07,votable,32,2,17581,0.0,146.347,0.213182,0.271517,0.264423,28325.1,0.11,True
dachs-local,dachs,Q07,votable,32,2,1017,0.0,8.273,3.848118,4.286057,4.285491,29504.0,0.015,True
egernia-local,egernia,Q07,votable,32,3,17443,0.0,145.214,0.215016,0.271434,0.264603,28534.4,0.115,True
dachs-local,dachs,Q07,votable,32,3,1021,0.0,8.28,3.831731,4.267667,4.267112,28853.3,0.015,True
egernia-local,egernia,Q10,votable,1,1,3411,0.0,28.42,0.034225,0.041645,0.0391,396234.8,0.11,True
dachs-local,dachs,Q10,votable,1,1,1086,0.0,9.046,0.087996,0.333562,0.332553,354284.9,0.035,True
egernia-local,egernia,Q10,votable,1,2,3438,0.0,28.644,0.033931,0.041538,0.038925,396271.7,0.095,True
dachs-local,dachs,Q10,votable,1,2,1088,0.0,9.055,0.088116,0.333081,0.331545,354566.9,0.035,True
egernia-local,egernia,Q10,votable,1,3,3412,0.0,28.427,0.034241,0.041949,0.039115,396351.8,0.105,True
dachs-local,dachs,Q10,votable,1,3,1085,0.0,9.042,0.088222,0.332566,0.331492,354641.3,0.035,True
egernia-local,egernia,Q10,votable,4,1,8410,0.0,70.057,0.056011,0.075098,0.066057,396288.0,0.09,True
dachs-local,dachs,Q10,votable,4,1,1156,0.0,9.61,0.361326,0.62902,0.625813,354514.4,0.015,True
egernia-local,egernia,Q10,votable,4,2,8362,0.0,69.66,0.056523,0.07509,0.066187,396275.7,0.08,True
dachs-local,dachs,Q10,votable,4,2,1133,0.0,9.402,0.366956,0.633867,0.631972,354534.6,0.015,True
egernia-local,egernia,Q10,votable,4,3,8397,0.0,69.946,0.056101,0.07558,0.066739,396412.1,0.075,True
dachs-local,dachs,Q10,votable,4,3,1143,0.0,9.513,0.366165,0.635996,0.631172,354270.4,0.015,True
egernia-local,egernia,Q10,votable,8,1,9669,0.0,80.536,0.097479,0.127315,0.107769,396287.8,0.09,True
dachs-local,dachs,Q10,votable,8,1,1149,0.0,9.532,0.872526,1.038327,1.031799,354474.6,0.015,True
egernia-local,egernia,Q10,votable,8,2,9748,0.0,81.19,0.096643,0.126156,0.105883,396288.7,0.085,True
dachs-local,dachs,Q10,votable,8,2,1155,0.0,9.598,0.862631,1.03019,1.027639,354431.5,0.015,True
egernia-local,egernia,Q10,votable,8,3,9724,0.0,81.001,0.09693,0.126172,0.10573,396384.4,0.09,True
dachs-local,dachs,Q10,votable,8,3,1147,0.0,9.527,0.875441,1.045565,1.044124,354230.9,0.015,True
egernia-local,egernia,Q10,votable,16,1,9779,0.0,81.409,0.1937,0.254483,0.205915,396290.4,0.09,True
dachs-local,dachs,Q10,votable,16,1,1133,0.0,9.348,1.692139,2.123016,2.11037,354458.0,0.015,True
egernia-local,egernia,Q10,votable,16,2,9764,0.0,81.284,0.19459,0.255421,0.204946,396288.7,0.09,True
dachs-local,dachs,Q10,votable,16,2,1128,0.0,9.299,1.7021,2.10804,2.106933,354572.2,0.015,True
egernia-local,egernia,Q10,votable,16,3,9725,0.0,80.964,0.194623,0.255491,0.205682,396385.8,0.09,True
dachs-local,dachs,Q10,votable,16,3,1126,0.0,9.285,1.698067,2.094091,2.093129,354245.0,0.015,True
egernia-local,egernia,Q10,votable,32,1,9422,0.0,78.32,0.403652,0.492227,0.432512,396291.8,0.09,True
dachs-local,dachs,Q10,votable,32,1,1149,0.0,9.339,3.422119,3.685213,3.68421,354488.2,0.02,True
egernia-local,egernia,Q10,votable,32,2,9409,0.0,78.192,0.405493,0.487929,0.430166,396287.1,0.09,True
dachs-local,dachs,Q10,votable,32,2,1148,0.0,9.341,3.417987,3.731273,3.725152,354480.9,0.02,True
egernia-local,egernia,Q10,votable,32,3,9449,0.0,78.572,0.403064,0.487619,0.430257,396392.5,0.085,True
dachs-local,dachs,Q10,votable,32,3,1135,0.0,9.251,3.451131,3.760369,3.751914,354274.2,0.025,True
egernia-local,egernia,Q11,votable,1,1,481,0.0,4.001,0.245645,0.276002,0.255398,3957078.3,0.08,True
dachs-local,dachs,Q11,votable,1,1,426,0.0,3.549,0.258674,0.505919,0.479586,3496435.5,0.04,True
egernia-local,egernia,Q11,votable,1,2,479,0.0,3.99,0.245113,0.274581,0.25679,3954289.6,0.075,True
dachs-local,dachs,Q11,votable,1,2,426,0.0,3.544,0.259478,0.506231,0.479825,3494893.8,0.04,True
egernia-local,egernia,Q11,votable,1,3,481,0.0,4.007,0.245126,0.275756,0.256643,3956396.2,0.075,True
dachs-local,dachs,Q11,votable,1,3,426,0.0,3.548,0.259196,0.503686,0.477057,3495649.4,0.04,True
egernia-local,egernia,Q11,votable,4,1,1312,0.0,10.91,0.363499,0.446427,0.385055,3956760.7,0.06,True
dachs-local,dachs,Q11,votable,4,1,497,0.0,4.14,0.95689,1.246133,1.162377,3496246.2,0.02,True
egernia-local,egernia,Q11,votable,4,2,1317,0.0,10.963,0.359727,0.45653,0.386494,3956843.6,0.06,True
dachs-local,dachs,Q11,votable,4,2,499,0.0,4.153,0.944543,1.199961,1.134127,3496376.5,0.02,True
egernia-local,egernia,Q11,votable,4,3,1346,0.0,11.188,0.352328,0.438615,0.371873,3957855.6,0.065,True
dachs-local,dachs,Q11,votable,4,3,501,0.0,4.165,0.941611,1.226065,1.156138,3498110.9,0.02,True
egernia-local,egernia,Q11,votable,8,1,1692,0.0,14.062,0.564553,0.681378,0.49337,3956879.1,0.08,True
dachs-local,dachs,Q11,votable,8,1,508,0.0,4.202,2.054857,2.439628,2.25001,3495932.8,0.02,True
egernia-local,egernia,Q11,votable,8,2,1693,0.0,14.077,0.562339,0.676421,0.49666,3957100.8,0.075,True
dachs-local,dachs,Q11,votable,8,2,498,0.0,4.132,2.054653,2.487536,2.332758,3496845.2,0.02,True
egernia-local,egernia,Q11,votable,8,3,1678,0.0,13.938,0.568621,0.682363,0.521593,3956973.9,0.08,True
dachs-local,dachs,Q11,votable,8,3,504,0.0,4.158,2.057442,2.483927,2.29465,3497921.1,0.02,True
egernia-local,egernia,Q11,votable,16,1,1808,0.0,15.0,1.058711,1.26575,0.696684,3956990.6,0.09,True
dachs-local,dachs,Q11,votable,16,1,521,0.0,4.326,3.942147,5.050377,4.51135,3495403.1,0.025,True
egernia-local,egernia,Q11,votable,16,2,1808,0.0,15.017,1.060024,1.238365,0.67647,3956868.5,0.085,True
dachs-local,dachs,Q11,votable,16,2,527,0.0,4.346,3.807081,5.36892,4.687249,3496305.3,0.025,True
egernia-local,egernia,Q11,votable,16,3,1811,0.0,15.019,1.060504,1.232648,0.672915,3956743.1,0.09,True
dachs-local,dachs,Q11,votable,16,3,527,0.0,4.324,3.840034,5.581498,4.79561,3497807.1,0.03,True
egernia-local,egernia,Q11,votable,32,1,1795,0.0,14.821,2.15363,2.496925,1.496464,3956859.4,0.085,True
dachs-local,dachs,Q11,votable,32,1,536,0.0,4.386,7.84327,10.965952,9.378702,3496050.1,0.04,True
egernia-local,egernia,Q11,votable,32,2,1800,0.0,14.844,2.143594,2.508934,1.51342,3956810.9,0.1,True
dachs-local,dachs,Q11,votable,32,2,538,0.0,4.336,7.434458,12.009584,9.426139,3497024.8,0.04,True
egernia-local,egernia,Q11,votable,32,3,1796,0.0,14.822,2.157257,2.483657,1.480246,3956643.9,0.11,True
dachs-local,dachs,Q11,votable,32,3,536,0.0,4.351,7.389571,12.127703,9.532663,3498156.0,0.045,True
egernia-local,egernia,Q12,votable,1,1,12546,0.0,104.548,0.009007,0.012675,0.012054,1943.0,0.205,True
dachs-local,dachs,Q12,votable,1,1,211,0.0,1.751,0.550723,0.784839,0.784343,6302.8,0.01,True
egernia-local,egernia,Q12,votable,1,2,12574,0.0,104.782,0.008974,0.012818,0.012164,1943.0,0.2,True
dachs-local,dachs,Q12,votable,1,2,212,0.0,1.758,0.544705,0.795239,0.794727,6302.1,0.01,True
egernia-local,egernia,Q12,votable,1,3,12559,0.0,104.656,0.008982,0.012617,0.01204,1943.0,0.2,True
dachs-local,dachs,Q12,votable,1,3,213,0.0,1.767,0.543654,0.78903,0.788537,6302.6,0.02,True
egernia-local,egernia,Q12,votable,4,1,21391,0.0,178.246,0.021344,0.032305,0.030538,1943.0,0.11,True
dachs-local,dachs,Q12,votable,4,1,708,0.0,5.875,0.640626,0.915961,0.915435,6302.3,0.01,True
egernia-local,egernia,Q12,votable,4,2,21330,0.0,177.708,0.021412,0.032642,0.030846,1943.0,0.11,True
dachs-local,dachs,Q12,votable,4,2,719,0.0,5.963,0.631292,0.891661,0.891246,6302.2,0.01,True
egernia-local,egernia,Q12,votable,4,3,21461,0.0,178.831,0.021283,0.0322,0.030549,1943.0,0.115,True
dachs-local,dachs,Q12,votable,4,3,709,0.0,5.896,0.636738,0.923346,0.922743,6302.4,0.01,True
egernia-local,egernia,Q12,votable,8,1,21189,0.0,176.555,0.043602,0.063888,0.060808,1943.0,0.105,True
dachs-local,dachs,Q12,votable,8,1,964,0.0,7.995,0.946637,1.418237,1.417638,6302.3,0.01,True
egernia-local,egernia,Q12,votable,8,2,21152,0.0,176.221,0.043692,0.063743,0.06078,1943.0,0.11,True
dachs-local,dachs,Q12,votable,8,2,939,0.0,7.771,0.985409,1.459576,1.458837,6302.2,0.015,True
egernia-local,egernia,Q12,votable,8,3,21209,0.0,176.68,0.043613,0.063792,0.060557,1943.0,0.11,True
dachs-local,dachs,Q12,votable,8,3,941,0.0,7.792,0.967097,1.472009,1.47152,6302.4,0.01,True
egernia-local,egernia,Q12,votable,16,1,20090,0.0,167.359,0.093054,0.12551,0.119755,1943.0,0.11,True
dachs-local,dachs,Q12,votable,16,1,1067,0.0,8.816,1.781312,2.350979,2.35039,6302.3,0.015,True
egernia-local,egernia,Q12,votable,16,2,20158,0.0,167.913,0.092327,0.126107,0.120792,1943.0,0.1,True
dachs-local,dachs,Q12,votable,16,2,1061,0.0,8.773,1.768665,2.416397,2.415783,6302.2,0.015,True
egernia-local,egernia,Q12,votable,16,3,20075,0.0,167.226,0.092893,0.12655,0.120926,1943.0,0.1,True
dachs-local,dachs,Q12,votable,16,3,1071,0.0,8.809,1.792864,2.285034,2.284541,6302.4,0.015,True
egernia-local,egernia,Q12,votable,32,1,19010,0.0,158.231,0.196698,0.24954,0.243858,1943.0,0.1,True
dachs-local,dachs,Q12,votable,32,1,1077,0.0,8.772,3.613658,4.102285,4.101728,6302.3,0.015,True
egernia-local,egernia,Q12,votable,32,2,18983,0.0,158.035,0.19732,0.251193,0.245424,1943.0,0.1,True
dachs-local,dachs,Q12,votable,32,2,1092,0.0,8.858,3.569842,4.116107,4.115535,6302.3,0.02,True
egernia-local,egernia,Q12,votable,32,3,18944,0.0,157.719,0.197593,0.249392,0.244026,1943.0,0.1,True
dachs-local,dachs,Q12,votable,32,3,1091,0.0,8.893,3.59387,3.990477,3.989985,6302.4,0.015,True
egernia-local,egernia,Q13,votable,1,1,493,0.0,4.104,0.24157,0.332862,0.332385,4629.1,0.015,True
dachs-local,dachs,Q13,votable,1,1,355,0.0,2.955,0.355888,0.59173,0.591139,5751.0,0.015,True
egernia-local,egernia,Q13,votable,1,2,495,0.0,4.123,0.240467,0.330829,0.330259,4629.8,0.015,True
dachs-local,dachs,Q13,votable,1,2,362,0.0,3.003,0.359239,0.568283,0.5678,5751.0,0.015,True
egernia-local,egernia,Q13,votable,1,3,497,0.0,4.141,0.238958,0.332827,0.332252,4628.5,0.015,True
dachs-local,dachs,Q13,votable,1,3,367,0.0,3.056,0.352718,0.555528,0.555027,5751.0,0.015,True
egernia-local,egernia,Q13,votable,4,1,1123,0.0,9.342,0.426868,0.572773,0.572147,4628.5,0.015,True
dachs-local,dachs,Q13,votable,4,1,988,0.0,8.212,0.474197,0.777102,0.77662,5751.0,0.015,True
egernia-local,egernia,Q13,votable,4,2,1136,0.0,9.448,0.419942,0.565565,0.564954,4628.3,0.015,True
dachs-local,dachs,Q13,votable,4,2,1016,0.0,8.445,0.471049,0.756673,0.756137,5751.0,0.015,True
egernia-local,egernia,Q13,votable,4,3,1147,0.0,9.533,0.413185,0.572739,0.572247,4627.6,0.015,True
dachs-local,dachs,Q13,votable,4,3,1022,0.0,8.487,0.478398,0.753711,0.753267,5751.0,0.015,True
egernia-local,egernia,Q13,votable,8,1,1161,0.0,9.621,0.831865,1.122265,1.12178,4628.5,0.015,True
dachs-local,dachs,Q13,votable,8,1,1209,0.0,10.036,0.782152,1.181744,1.181191,5751.0,0.015,True
egernia-local,egernia,Q13,votable,8,2,1167,0.0,9.685,0.814739,1.117264,1.11668,4628.2,0.015,True
dachs-local,dachs,Q13,votable,8,2,1196,0.0,9.93,0.795603,1.189742,1.189242,5751.0,0.015,True
egernia-local,egernia,Q13,votable,8,3,1173,0.0,9.743,0.809848,1.114293,1.113492,4627.5,0.015,True
dachs-local,dachs,Q13,votable,8,3,1209,0.0,10.034,0.778235,1.180295,1.179798,5751.0,0.015,True
egernia-local,egernia,Q13,votable,16,1,1169,0.0,9.648,1.657975,1.992345,1.99101,4628.4,0.015,True
dachs-local,dachs,Q13,votable,16,1,1199,0.0,9.907,1.597634,2.197083,2.196553,5751.0,0.015,True
egernia-local,egernia,Q13,votable,16,2,1176,0.0,9.672,1.646335,1.993687,1.993156,4628.0,0.015,True
dachs-local,dachs,Q13,votable,16,2,1199,0.0,9.884,1.592109,2.149554,2.149053,5751.0,0.015,True
egernia-local,egernia,Q13,votable,16,3,1181,0.0,9.715,1.623712,2.002859,2.001759,4627.8,0.015,True
dachs-local,dachs,Q13,votable,16,3,1178,0.0,9.724,1.634374,2.194561,2.19404,5751.0,0.015,True
egernia-local,egernia,Q13,votable,32,1,1185,0.0,9.625,3.302952,3.724386,3.723712,4628.4,0.015,True
dachs-local,dachs,Q13,votable,32,1,1212,0.0,9.901,3.24167,3.593249,3.592679,5751.0,0.02,True
egernia-local,egernia,Q13,votable,32,2,1191,0.0,9.674,3.304504,3.697117,3.696197,4628.0,0.02,True
dachs-local,dachs,Q13,votable,32,2,1236,0.0,10.095,3.183611,3.526801,3.526299,5751.0,0.015,True
egernia-local,egernia,Q13,votable,32,3,1192,0.0,9.679,3.283106,3.710916,3.710368,4627.8,0.02,True
dachs-local,dachs,Q13,votable,32,3,1220,0.0,9.989,3.200154,3.580926,3.580517,5751.0,0.02,True
egernia-local,egernia,mix,csv,1,1,6782,0.0,56.514,0.013609,0.032478,0.031111,43276.6,0.135,True
dachs-local,dachs,mix,csv,1,1,349,0.0,2.898,0.398186,0.58739,0.586917,36481.9,0.015,True
egernia-local,egernia,mix,csv,1,2,6665,0.0,55.534,0.013625,0.032459,0.0313,41806.2,0.14,True
dachs-local,dachs,mix,csv,1,2,356,0.0,2.961,0.329039,0.64882,0.648346,38879.1,0.015,True
egernia-local,egernia,mix,csv,1,3,6773,0.0,56.405,0.013662,0.032574,0.03125,43325.6,0.13,True
dachs-local,dachs,mix,csv,1,3,375,0.0,3.114,0.311741,0.577592,0.57707,49025.4,0.02,True
egernia-local,egernia,mix,csv,4,1,16483,0.0,137.335,0.024327,0.050451,0.046951,43235.2,0.105,True
dachs-local,dachs,mix,csv,4,1,1035,0.0,8.56,0.511742,0.927186,0.926693,42523.2,0.035,True
egernia-local,egernia,mix,csv,4,2,16541,0.0,137.82,0.023913,0.050793,0.047596,42836.1,0.11,True
dachs-local,dachs,mix,csv,4,2,1035,0.0,8.578,0.513882,0.908741,0.908251,42356.4,0.015,True
egernia-local,egernia,mix,csv,4,3,16640,0.0,138.642,0.023917,0.049912,0.046534,42751.5,0.1,True
dachs-local,dachs,mix,csv,4,3,1036,0.0,8.599,0.500979,0.933335,0.932759,41780.4,0.02,True
egernia-local,egernia,mix,csv,8,1,17954,0.0,149.441,0.048509,0.083865,0.077111,43078.3,0.105,True
dachs-local,dachs,mix,csv,8,1,1203,0.0,9.959,0.806709,1.269894,1.269396,42396.8,0.035,True
egernia-local,egernia,mix,csv,8,2,17925,0.0,149.333,0.048036,0.084923,0.078337,42904.1,0.1,True
dachs-local,dachs,mix,csv,8,2,1187,0.0,9.827,0.831864,1.292308,1.291682,41093.1,0.015,True
egernia-local,egernia,mix,csv,8,3,17961,0.0,149.626,0.048174,0.08468,0.078265,42714.2,0.1,True
dachs-local,dachs,mix,csv,8,3,1196,0.0,9.917,0.791816,1.335192,1.33467,42792.7,0.015,True
egernia-local,egernia,mix,csv,16,1,17388,0.0,144.763,0.104355,0.158258,0.146336,42979.2,0.095,True
dachs-local,dachs,mix,csv,16,1,1146,0.0,9.437,1.671973,2.255685,2.25516,42822.4,0.015,True
egernia-local,egernia,mix,csv,16,2,17359,0.0,144.437,0.104487,0.160356,0.148246,42821.7,0.1,True
dachs-local,dachs,mix,csv,16,2,1119,0.0,9.196,1.706077,2.336946,2.335851,40995.4,0.015,True
egernia-local,egernia,mix,csv,16,3,17373,0.0,144.606,0.104432,0.15966,0.147985,42829.7,0.1,True
dachs-local,dachs,mix,csv,16,3,1154,0.0,9.483,1.653417,2.244096,2.243632,43273.1,0.02,True
egernia-local,egernia,mix,csv,32,1,16392,0.0,136.34,0.226951,0.319175,0.311397,43293.3,0.095,True
dachs-local,dachs,mix,csv,32,1,1165,0.0,9.514,3.347849,3.924952,3.92444,42433.2,0.015,True
egernia-local,egernia,mix,csv,32,2,16375,0.0,136.294,0.226854,0.319426,0.311289,42810.6,0.095,True
dachs-local,dachs,mix,csv,32,2,1157,0.0,9.413,3.381982,3.986153,3.985523,40725.7,0.015,True
egernia-local,egernia,mix,csv,32,3,16422,0.0,136.626,0.226579,0.3168,0.306135,42814.3,0.09,True
dachs-local,dachs,mix,csv,32,3,1164,0.0,9.506,3.362669,3.882154,3.881691,43391.1,0.015,True
egernia-local,egernia,Q01,csv,1,1,19677,0.0,163.967,0.005632,0.008061,0.007491,1835.0,0.295,True
dachs-local,dachs,Q01,csv,1,1,2126,0.0,17.688,0.034591,0.270423,0.269899,978.0,0.045,True
egernia-local,egernia,Q01,csv,1,2,19649,0.0,163.729,0.00563,0.008186,0.007635,1835.0,0.295,True
dachs-local,dachs,Q01,csv,1,2,2117,0.0,17.621,0.034707,0.27181,0.271313,978.0,0.04,True
egernia-local,egernia,Q01,csv,1,3,19619,0.0,163.491,0.005644,0.008221,0.007658,1835.0,0.305,True
dachs-local,dachs,Q01,csv,1,3,2123,0.0,17.687,0.034591,0.271526,0.271047,978.0,0.04,True
egernia-local,egernia,Q01,csv,4,1,24013,0.0,200.086,0.01894,0.028866,0.027165,1835.0,0.125,True
dachs-local,dachs,Q01,csv,4,1,1856,0.0,15.444,0.202994,0.448877,0.448361,978.0,0.04,True
egernia-local,egernia,Q01,csv,4,2,23944,0.0,199.514,0.018985,0.029019,0.027408,1835.0,0.13,True
dachs-local,dachs,Q01,csv,4,2,1847,0.0,15.382,0.205289,0.450659,0.450196,978.0,0.015,True
egernia-local,egernia,Q01,csv,4,3,24060,0.0,200.484,0.018936,0.028736,0.027164,1835.0,0.125,True
dachs-local,dachs,Q01,csv,4,3,1860,0.0,15.479,0.198615,0.450859,0.450333,978.0,0.02,True
egernia-local,egernia,Q01,csv,8,1,22855,0.0,190.423,0.040332,0.05988,0.056789,1835.0,0.12,True
dachs-local,dachs,Q01,csv,8,1,1773,0.0,14.732,0.587966,0.677228,0.676726,978.0,0.02,True
egernia-local,egernia,Q01,csv,8,2,22945,0.0,191.174,0.040155,0.059509,0.056413,1835.0,0.12,True
dachs-local,dachs,Q01,csv,8,2,1771,0.0,14.729,0.58685,0.680372,0.679808,978.0,0.015,True
egernia-local,egernia,Q01,csv,8,3,22847,0.0,190.327,0.040342,0.059661,0.05651,1835.0,0.12,True
dachs-local,dachs,Q01,csv,8,3,1773,0.0,14.707,0.586142,0.681351,0.680824,978.0,0.015,True
egernia-local,egernia,Q01,csv,16,1,22154,0.0,184.538,0.08406,0.114019,0.108727,1835.0,0.12,True
dachs-local,dachs,Q01,csv,16,1,1635,0.0,13.544,1.167251,1.419884,1.419404,978.0,0.02,True
egernia-local,egernia,Q01,csv,16,2,22061,0.0,183.773,0.084325,0.115332,0.109799,1835.0,0.115,True
dachs-local,dachs,Q01,csv,16,2,1644,0.0,13.608,1.159738,1.410841,1.410392,978.0,0.015,True
egernia-local,egernia,Q01,csv,16,3,22080,0.0,183.923,0.084431,0.115723,0.110044,1835.0,0.115,True
dachs-local,dachs,Q01,csv,16,3,1632,0.0,13.517,1.16326,1.416909,1.416358,978.0,0.02,True
egernia-local,egernia,Q01,csv,32,1,20815,0.0,173.312,0.179439,0.228041,0.222424,1835.0,0.115,True
dachs-local,dachs,Q01,csv,32,1,1647,0.0,13.532,2.372597,2.534424,2.533865,978.0,0.02,True
egernia-local,egernia,Q01,csv,32,2,20796,0.0,173.135,0.17932,0.23101,0.225191,1835.0,0.115,True
dachs-local,dachs,Q01,csv,32,2,1646,0.0,13.547,2.373957,2.544224,2.543742,978.0,0.02,True
egernia-local,egernia,Q01,csv,32,3,20815,0.0,173.296,0.179518,0.228772,0.223156,1835.0,0.11,True
dachs-local,dachs,Q01,csv,32,3,1646,0.0,13.54,2.378119,2.527233,2.526802,978.0,0.02,True
egernia-local,egernia,Q02,csv,1,1,7739,0.0,64.491,0.014479,0.023029,0.022336,38405.0,0.14,True
dachs-local,dachs,Q02,csv,1,1,628,0.0,5.223,0.168225,0.408025,0.407504,37444.1,0.02,True
egernia-local,egernia,Q02,csv,1,2,7725,0.0,64.371,0.014526,0.023371,0.022629,38413.5,0.14,True
dachs-local,dachs,Q02,csv,1,2,627,0.0,5.222,0.168749,0.406564,0.406101,37437.8,0.02,True
egernia-local,egernia,Q02,csv,1,3,7735,0.0,64.452,0.014471,0.023849,0.023093,38401.9,0.13,True
dachs-local,dachs,Q02,csv,1,3,625,0.0,5.204,0.169582,0.4074,0.406879,37410.4,0.02,True
egernia-local,egernia,Q02,csv,4,1,16537,0.0,137.786,0.027554,0.042193,0.04067,38404.9,0.095,True
dachs-local,dachs,Q02,csv,4,1,1240,0.0,10.307,0.356667,0.592866,0.59237,37433.7,0.035,True
egernia-local,egernia,Q02,csv,4,2,16382,0.0,136.496,0.02799,0.042456,0.04094,38408.0,0.1,True
dachs-local,dachs,Q02,csv,4,2,1234,0.0,10.261,0.361476,0.602656,0.602098,37424.0,0.04,True
egernia-local,egernia,Q02,csv,4,3,16449,0.0,137.053,0.027859,0.042057,0.040645,38409.8,0.105,True
dachs-local,dachs,Q02,csv,4,3,1250,0.0,10.403,0.35628,0.606512,0.605988,37419.9,0.015,True
egernia-local,egernia,Q02,csv,8,1,18102,0.0,150.815,0.051295,0.073568,0.070414,38405.0,0.095,True
dachs-local,dachs,Q02,csv,8,1,1216,0.0,10.101,0.803846,1.009812,1.009286,37431.9,0.015,True
egernia-local,egernia,Q02,csv,8,2,18122,0.0,150.951,0.051223,0.0736,0.070585,38407.7,0.095,True
dachs-local,dachs,Q02,csv,8,2,1206,0.0,9.999,0.808388,1.029866,1.02928,37426.8,0.015,True
egernia-local,egernia,Q02,csv,8,3,18089,0.0,150.686,0.051315,0.073347,0.07045,38408.6,0.095,True
dachs-local,dachs,Q02,csv,8,3,1206,0.0,9.99,0.803654,1.034577,1.03408,37422.5,0.015,True
egernia-local,egernia,Q02,csv,16,1,17624,0.0,146.79,0.10609,0.143347,0.137766,38404.7,0.095,True
dachs-local,dachs,Q02,csv,16,1,1165,0.0,9.619,1.648171,2.018579,2.017935,37430.4,0.015,True
egernia-local,egernia,Q02,csv,16,2,17689,0.0,147.324,0.105571,0.142245,0.136824,38407.8,0.095,True
dachs-local,dachs,Q02,csv,16,2,1170,0.0,9.652,1.646249,1.989858,1.989128,37429.3,0.02,True
egernia-local,egernia,Q02,csv,16,3,17585,0.0,146.448,0.106505,0.143146,0.137523,38408.6,0.095,True
dachs-local,dachs,Q02,csv,16,3,1166,0.0,9.644,1.658999,1.956494,1.956049,37422.7,0.015,True
egernia-local,egernia,Q02,csv,32,1,16645,0.0,138.534,0.225849,0.285217,0.278384,38405.5,0.09,True
dachs-local,dachs,Q02,csv,32,1,1184,0.0,9.694,3.305485,3.570881,3.570354,37430.1,0.02,True
egernia-local,egernia,Q02,csv,32,2,16631,0.0,138.347,0.226458,0.284102,0.278715,38407.2,0.095,True
dachs-local,dachs,Q02,csv,32,2,1183,0.0,9.658,3.306788,3.556835,3.556208,37425.9,0.02,True
egernia-local,egernia,Q02,csv,32,3,16674,0.0,138.779,0.225266,0.28486,0.279363,38409.5,0.095,True
dachs-local,dachs,Q02,csv,32,3,1178,0.0,9.593,3.332803,3.660396,3.659906,37421.3,0.02,True
egernia-local,egernia,Q03,csv,1,1,4072,0.0,33.932,0.012558,0.127284,0.126768,25617.1,0.085,True
dachs-local,dachs,Q03,csv,1,1,1213,0.0,10.104,0.067853,0.314426,0.313935,25491.4,0.03,True
egernia-local,egernia,Q03,csv,1,2,4113,0.0,34.272,0.012669,0.126818,0.126322,25699.8,0.09,True
dachs-local,dachs,Q03,csv,1,2,1189,0.0,9.896,0.068385,0.313658,0.313195,24787.8,0.03,True
egernia-local,egernia,Q03,csv,1,3,4061,0.0,33.819,0.012636,0.12722,0.126689,25606.5,0.08,True
dachs-local,dachs,Q03,csv,1,3,1194,0.0,9.947,0.068035,0.31471,0.314233,24783.6,0.03,True
egernia-local,egernia,Q03,csv,4,1,12119,0.0,100.985,0.020227,0.158491,0.157519,25676.3,0.085,True
dachs-local,dachs,Q03,csv,4,1,1326,0.0,11.03,0.310731,0.583846,0.583343,25521.7,0.015,True
egernia-local,egernia,Q03,csv,4,2,12272,0.0,102.149,0.019831,0.157523,0.15669,25662.1,0.08,True
dachs-local,dachs,Q03,csv,4,2,1322,0.0,10.99,0.308291,0.57864,0.578051,25552.6,0.03,True
egernia-local,egernia,Q03,csv,4,3,12290,0.0,102.272,0.019736,0.157523,0.15683,25667.0,0.09,True
dachs-local,dachs,Q03,csv,4,3,1262,0.0,10.5,0.315463,0.59266,0.592154,25417.4,0.035,True
egernia-local,egernia,Q03,csv,8,1,16450,0.0,136.955,0.036777,0.192375,0.190751,25639.7,0.105,True
dachs-local,dachs,Q03,csv,8,1,1285,0.0,10.684,0.780464,0.937667,0.93704,25484.3,0.015,True
egernia-local,egernia,Q03,csv,8,2,16503,0.0,137.396,0.036999,0.192253,0.190582,25733.0,0.095,True
dachs-local,dachs,Q03,csv,8,2,1286,0.0,10.684,0.783048,0.935173,0.934693,25520.1,0.015,True
egernia-local,egernia,Q03,csv,8,3,16489,0.0,137.258,0.036726,0.192396,0.190917,25658.0,0.095,True
dachs-local,dachs,Q03,csv,8,3,1282,0.0,10.644,0.783574,0.929782,0.929154,25388.1,0.015,True
egernia-local,egernia,Q03,csv,16,1,16074,0.0,133.8,0.096302,0.258476,0.255765,25617.9,0.085,True
dachs-local,dachs,Q03,csv,16,1,1232,0.0,10.174,1.558767,1.88165,1.88103,25514.1,0.015,True
egernia-local,egernia,Q03,csv,16,2,16190,0.0,134.794,0.096234,0.256585,0.254063,25720.4,0.09,True
dachs-local,dachs,Q03,csv,16,2,1233,0.0,10.165,1.563954,1.880036,1.879551,25622.6,0.015,True
egernia-local,egernia,Q03,csv,16,3,16086,0.0,133.786,0.096672,0.2582,0.255335,25655.1,0.09,True
