key,kind,dataset,database_gib,mode,response_format,concurrency,replicas,workers,offered_rps,repetition,requests,successful,rps,successful_rps,error_fraction,timeout_fraction,latency_mean_s,latency_p50_s,latency_p95_s,latency_p99_s,latency_p999_s,latency_max_s,latency_cv,ttfb_p95_s,response_throughput_bytes_per_s,tap_api_cpu_cores_mean,postgres_cpu_cores_mean,postgres_read_bytes_per_s,cache_hit_ratio,bottleneck,invalid
wsweep-w2-n8-D1-c32-r0,worker_sweep,D1,2.058,closed,csv,32,8,2,,0,34142,34142,756.9477908154936,756.9477908154936,0.0,0.0,0.042158543000043125,0.03641435084864497,0.0916385012678801,0.12983782978728403,0.2068890093253088,0.3475762940943241,0.6091960777066806,0.07794364299625155,23114467.507623654,9.531797551532742,1.2851743626592422,0.0,0.9999998402301198,UNKNOWN,False
wsweep-w2-n8-D1-c32-r1,worker_sweep,D1,2.058,closed,csv,32,8,2,,1,33773,33773,749.9467825908777,749.9467825908777,0.0,0.0,0.042610138913991735,0.03722663642838597,0.08131717219948768,0.10971873855218287,0.1785711743459187,0.25139599526301026,0.4792486066042291,0.06889130901545283,22184495.957109302,9.407761376044908,1.2657384907127933,0.0,1.0,UNKNOWN,False
wsweep-w2-n8-D1-c64-r0,worker_sweep,D1,2.058,closed,csv,64,8,2,,0,37200,37200,824.8090427359451,824.8090427359451,0.0,0.0,0.07741844371675954,0.0710174364503473,0.15202543013729147,0.20705459871329385,0.28482553355396256,0.3805387681350112,0.5333417116171041,0.12699029536452144,24878885.949164104,11.2014340187508,1.4546377532411185,0.0,1.0,UNKNOWN,False
wsweep-w2-n8-D1-c64-r1,worker_sweep,D1,2.058,closed,csv,64,8,2,,1,37465,37465,830.6520378218394,830.6520378218394,0.0,0.0,0.0768767676065877,0.07079245196655393,0.14535567061975568,0.19660120649263263,0.29229366993531675,0.43924710014835,0.48671115243665414,0.12122647035866974,24660281.8532149,11.283105902348323,1.4661531854126468,0.0,1.0,UNKNOWN,False
wsweep-w2-n8-D1-c128-r0,worker_sweep,D1,2.058,closed,csv,128,8,2,,0,34651,34651,767.6527617917054,767.6527617917054,0.0,0.0,0.1663669965361143,0.15341572416946292,0.3059093717020005,0.4043804658576846,0.5352274917764799,0.8281593988649547,0.4533572110058915,0.2588262620847672,23293844.376075495,11.459750743107634,1.4237623558810506,0.0,1.0,UNKNOWN,False
wsweep-w2-n8-D1-c128-r1,worker_sweep,D1,2.058,closed,csv,128,8,2,,1,34299,34299,758.0363993798811,758.0363993798811,0.0,0.0,0.1680588005190723,0.15531069599092007,0.29407330439426005,0.3881567993853234,0.5153116066409599,0.7075542761012912,0.3963717045833671,0.24843974187970155,22458581.656847555,11.43560746432307,1.422967964075978,0.0,1.0,UNKNOWN,False
wsweep-w4-n1-D1-c1-r0,worker_sweep,D1,2.058,closed,csv,1,1,4,,0,3749,3749,83.30020779697828,83.30020779697828,0.0,0.0,0.01197301048614536,0.011095270980149508,0.023171776998788116,0.027545576617121696,0.032582444943488185,0.11688690772280097,0.3766034480174509,0.015246020536869765,2507713.6941742017,0.7734062364445861,0.12522498912700106,0.0,1.0,MEMORY_BOUND,True
wsweep-w4-n1-D1-c1-r1,worker_sweep,D1,2.058,closed,csv,1,1,4,,1,3775,3775,83.88543024901179,83.88543024901179,0.0,0.0,0.011889683673935418,0.011060470715165138,0.021551912184804532,0.02803430932573974,0.03195547881722549,0.1123024970293045,0.3754574423814353,0.015057622455060482,2485188.312172332,0.7625796272777942,0.12078692400132636,0.0,1.0,MEMORY_BOUND,False
wsweep-w4-n1-D1-c2-r0,worker_sweep,D1,2.058,closed,csv,2,1,4,,0,4299,4299,95.51290579123987,95.51290579123987,0.0,0.0,0.020899893333829956,0.019739480689167976,0.03303057607263326,0.0405210333038121,0.12303114757407603,0.16326247388496995,0.3371450511186515,0.025797389401122927,2835231.2010350325,0.9449469430654339,0.14279595934003927,0.0,1.0,MEMORY_BOUND,False
wsweep-w4-n1-D1-c2-r1,worker_sweep,D1,2.058,closed,csv,2,1,4,,1,7496,7496,166.543856401064,166.543856401064,0.0,0.0,0.011975224263043706,0.011102226097136736,0.019593770033679903,0.028165338025428373,0.032407443076372396,0.12568310601636767,0.37520239837085145,0.015313344658352435,4815909.992321466,1.519895450121851,0.23732330194555032,0.0,1.0,UNKNOWN,False
wsweep-w4-n1-D1-c4-r0,worker_sweep,D1,2.058,closed,csv,4,1,4,,0,7921,7921,175.95109924122752,175.95109924122752,0.0,0.0,0.022692006743121402,0.02330635581165552,0.04282923275604844,0.05530225876718762,0.1225059057585917,0.1521054906770587,0.5293258968092769,0.03619062015786767,5268852.779056945,1.7735139835159546,0.2724912361977641,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n1-D1-c4-r1,worker_sweep,D1,2.058,closed,csv,4,1,4,,1,8044,8044,178.68133428738136,178.68133428738136,0.0,0.0,0.02234242314352153,0.0232288904953748,0.042148102121427646,0.05559132302645593,0.13024724341090982,0.1513122608885169,0.5399135527306803,0.03590028940234333,5274423.558439142,1.7615088376589358,0.26556884934454805,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n1-D1-c8-r0,worker_sweep,D1,2.058,closed,csv,8,1,4,,0,8070,8070,179.24605871015441,179.24605871015441,0.0,0.0,0.04457547263988978,0.04100135015323758,0.08662142499815671,0.10368967045564201,0.2311056528403435,0.2883820296265185,0.5926266018869532,0.07853966651018708,5417238.821631511,1.928243766815478,0.27988022891428255,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n1-D1-c8-r1,worker_sweep,D1,2.058,closed,csv,8,1,4,,1,8009,8009,177.73510732178195,177.73510732178195,0.0,0.0,0.04493295195703064,0.04274557298049331,0.0880602678284049,0.1074674876406789,0.20871898224204835,0.2840393939986825,0.5387399749527537,0.07804111205041407,5429298.956392451,1.9439189492472877,0.28359769312047517,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n2-D1-c1-r0,worker_sweep,D1,2.058,closed,csv,1,2,4,,0,3847,3847,85.46819832633375,85.46819832633375,0.0,0.0,0.011669235726204017,0.010777704883366823,0.023187723848968736,0.027111277263611556,0.03141645970568078,0.12023813463747501,0.3816591605281275,0.014817906077951191,2563072.385475259,0.7717021633514818,0.12347869421334609,0.0,1.0,UNKNOWN,False
wsweep-w4-n2-D1-c1-r1,worker_sweep,D1,2.058,closed,csv,1,2,4,,1,3857,3857,85.69875418559624,85.69875418559624,0.0,0.0,0.011638459973959632,0.010744763072580099,0.022499712370336045,0.027309568226337434,0.03071801507100476,0.11823271587491035,0.38582088097572825,0.015010726451873778,2552240.3251412245,0.7525876680040925,0.12157762407033754,0.0,1.0,UNKNOWN,False
wsweep-w4-n2-D1-c2-r0,worker_sweep,D1,2.058,closed,csv,2,2,4,,0,7341,7341,163.05123828132886,163.05123828132886,0.0,0.0,0.01223134368366528,0.011248946189880371,0.02374646021053195,0.02790052061900497,0.03261353697627818,0.13612348306924105,0.40828747949851335,0.015493656974285841,5029930.979315105,1.4939936142486914,0.23381723767624193,0.0,1.0,UNKNOWN,False
wsweep-w4-n2-D1-c2-r1,worker_sweep,D1,2.058,closed,csv,2,2,4,,1,4396,4396,97.62536329564051,97.62536329564051,0.0,0.0,0.0204431865987384,0.019259137334302068,0.032337349257431924,0.04058688301593066,0.05040287680458356,0.14816111978143454,0.31852178847785684,0.025645639863796532,2899452.392367589,0.9582129221705173,0.1413392410693024,0.0,1.0,UNKNOWN,False
wsweep-w4-n2-D1-c4-r0,worker_sweep,D1,2.058,closed,csv,4,2,4,,0,8404,8404,186.70422822637445,186.70422822637445,0.0,0.0,0.021382228055158128,0.020095988642424345,0.034118800610303875,0.042169368662871416,0.06329847525293784,0.1413514306768775,0.31820007924419774,0.02693901150487363,5736297.264529346,1.8878155016351454,0.2804674043246857,0.0,1.0,UNKNOWN,False
wsweep-w4-n2-D1-c4-r1,worker_sweep,D1,2.058,closed,csv,4,2,4,,1,12482,12482,277.3119450234272,277.3119450234272,0.0,0.0,0.014386050365214603,0.012345787603408098,0.02861685075331478,0.0391112649207935,0.04944707591040079,0.1703227711841464,0.4837538215317637,0.02528895179275421,8213696.145601761,2.6989127272566997,0.4093190756075321,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n2-D1-c8-r0,worker_sweep,D1,2.058,closed,csv,8,2,4,,0,12182,12182,270.54238591306364,270.54238591306364,0.0,0.0,0.029522821311272426,0.023482914082705975,0.06297147676814346,0.08030865725129845,0.13323485075170288,0.20725624216720462,0.5934505448978814,0.05781831443309783,8131162.934762118,2.8872062670964613,0.4217381030088976,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n2-D1-c8-r1,worker_sweep,D1,2.058,closed,csv,8,2,4,,1,14651,14651,325.33660866279365,325.33660866279365,0.0,0.0,0.024540341732553508,0.019085301086306572,0.05380671448074281,0.07230775570496917,0.12677226562519706,0.16337529011070728,0.6383802936194846,0.047263819025829434,9726966.464631418,3.414193862464344,0.4968957851380964,0.0,1.0,UNKNOWN,False
wsweep-w4-n2-D1-c16-r0,worker_sweep,D1,2.058,closed,csv,16,2,4,,0,15402,15402,341.50852672920917,341.50852672920917,0.0,0.0,0.046740718562252224,0.036503978073596954,0.1099151503760367,0.16625634209252882,0.2500328061096395,0.3664755797944963,0.7178514143530381,0.09823470055125653,10620487.331094548,3.9058398386257704,0.5486931646640205,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n2-D1-c16-r1,worker_sweep,D1,2.058,closed,csv,16,2,4,,1,15633,15633,346.7329681435321,346.7329681435321,0.0,0.0,0.04604277822748375,0.041782577987760305,0.0937090452760458,0.11600130187347543,0.18916104960069247,0.30678209383040667,0.6113848727267058,0.0852068749256432,10435180.791270252,3.8107689351546576,0.5466032858833408,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n2-D1-c32-r0,worker_sweep,D1,2.058,closed,csv,32,2,4,,0,14629,14629,324.4541459400076,324.4541459400076,0.0,0.0,0.09848055788267131,0.09700334817171097,0.1795127272605896,0.21464184539392575,0.3576613673642353,0.42162589728832245,0.43372389149905505,0.159699691273272,9986076.163089158,3.807530036609048,0.5253352982566057,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n2-D1-c32-r1,worker_sweep,D1,2.058,closed,csv,32,2,4,,1,14763,14763,327.4321192695938,327.4321192695938,0.0,0.0,0.09756765150258973,0.09464830532670021,0.18023624839261174,0.22210926539264575,0.3709475882723929,0.4638727339915931,0.44742368735387217,0.1616748882923275,9906069.367585892,3.907378666114679,0.5260453628179484,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n4-D1-c1-r0,worker_sweep,D1,2.058,closed,csv,1,4,4,,0,3821,3821,84.91001972777123,84.91001972777123,0.0,0.0,0.011746066076950591,0.010841201059520245,0.022884897887706757,0.027046815026551485,0.030457112807780604,0.1172430980950594,0.37756885019299297,0.015029738191515207,2545444.349025521,0.8016467782182336,0.12364754935575963,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c1-r1,worker_sweep,D1,2.058,closed,csv,1,4,4,,1,3879,3879,86.19600950489546,86.19600950489546,0.0,0.0,0.011570659860801484,0.010709968395531178,0.019611971918493433,0.027220099782571196,0.030370080090128124,0.12900615110993385,0.38790671971884677,0.014901611953973768,2565423.143333422,0.7815289822921062,0.12172996034444267,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c2-r0,worker_sweep,D1,2.058,closed,csv,2,4,4,,0,7347,7347,163.23920437253082,163.23920437253082,0.0,0.0,0.012218509575538921,0.011273744981735945,0.023660989478230476,0.02841222461313009,0.03274067583959556,0.12053439393639565,0.3886286505409396,0.015474449656903743,5033648.660820648,1.5039449442986887,0.23805881173830645,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c2-r1,worker_sweep,D1,2.058,closed,csv,2,4,4,,1,7463,7463,165.81707909797657,165.81707909797657,0.0,0.0,0.012028342077395508,0.011170921847224236,0.020129396207630625,0.028205489162355667,0.03204910052847121,0.11820629704743624,0.3727194923372323,0.015493438066914675,4792623.1018444095,1.5283412613102016,0.23943672520724912,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c4-r0,worker_sweep,D1,2.058,closed,csv,4,4,4,,0,11088,11088,246.3255986952463,246.3255986952463,0.0,0.0,0.01619969890515917,0.014189553447067738,0.029150347015820442,0.03788652249611902,0.053475481636822905,0.13129622023552656,0.45508381105192364,0.024043774069286882,7644664.504078881,2.47686928195282,0.37342860225341545,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c4-r1,worker_sweep,D1,2.058,closed,csv,4,4,4,,1,7953,7953,176.68099656360482,176.68099656360482,0.0,0.0,0.022598178335649928,0.02320385491475463,0.04271018477156758,0.05765076480805864,0.13017740876227654,0.15180298499763012,0.545762650377228,0.03661122135818004,5231686.6823718,1.7932511294245825,0.26807457896549797,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c8-r0,worker_sweep,D1,2.058,closed,csv,8,4,4,,0,21793,21793,484.1675825711769,484.1675825711769,0.0,0.0,0.016483367262870103,0.014490955974906683,0.030690076109021885,0.0395467937178909,0.05731758594512988,0.1503525492735207,0.4388708428905286,0.024247108213603492,15125824.838565875,5.188209739630686,0.7458445335027115,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c8-r1,worker_sweep,D1,2.058,closed,csv,8,4,4,,1,20193,20193,448.58888406432055,448.58888406432055,0.0,0.0,0.017793762081499687,0.015562371350824833,0.03224540250375864,0.0429954023659229,0.057133651196957694,0.16032287990674376,0.44839858253879616,0.02675092415884137,13251770.333288012,4.681648094497643,0.6770064342105399,0.0,1.0,UNKNOWN,False
wsweep-w4-n4-D1-c16-r0,worker_sweep,D1,2.058,closed,csv,16,4,4,,0,23888,23888,530.3244197053367,530.3244197053367,0.0,0.0,0.03011131057309031,0.027793009532615542,0.05965717518702147,0.07780487611889843,0.13992519528837952,0.21755005000159144,0.5316694395747684,0.050831777253188194,16131672.228583686,6.056204289216023,0.8484167112496737,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n4-D1-c16-r1,worker_sweep,D1,2.058,closed,csv,16,4,4,,1,22048,22048,489.51467415232923,489.51467415232923,0.0,0.0,0.032624667253017804,0.029179472709074616,0.06592978455591947,0.08367875419557086,0.15031340671982715,0.25993172684684396,0.5756705833211054,0.05735805935692042,14579260.92162833,5.547429392893549,0.7694328715953282,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n4-D1-c32-r0,worker_sweep,D1,2.058,closed,csv,32,4,4,,0,28629,28629,635.0874342448407,635.0874342448407,0.0,0.0,0.05028073853371052,0.040989352855831385,0.11004304559901355,0.1754851505532862,0.28836074150353913,0.4311640919186175,0.6838030120116931,0.09761385526508091,19423326.062778685,7.753835461542763,1.0368396046001593,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n4-D1-c32-r1,worker_sweep,D1,2.058,closed,csv,32,4,4,,1,28877,28877,640.6271472593102,640.6271472593102,0.0,0.0,0.04985699853178209,0.03924481896683574,0.11629925714805721,0.16450722049921745,0.25828559802472895,0.38376194704324007,0.7352158848744562,0.10043664183467625,19112679.823498916,7.814048416436248,1.0615402633701845,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n8-D1-c1-r0,worker_sweep,D1,2.058,closed,csv,1,8,4,,0,3753,3753,83.3805357911483,83.3805357911483,0.0,0.0,0.011962038742528736,0.011094759218394756,0.023000664822757227,0.027514168340712786,0.03290797581896201,0.12463703704997897,0.3988650901300975,0.015121728926897048,2493056.9361882503,0.8241323944923429,0.13441601750470344,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c1-r1,worker_sweep,D1,2.058,closed,csv,1,8,4,,1,3829,3829,85.07418757702503,85.07418757702503,0.0,0.0,0.011723524181828482,0.010832016356289387,0.022462273947894563,0.027679389007389543,0.03385513088293391,0.12168617593124509,0.3967017802632371,0.015104041155427694,2529961.7857425064,0.8093062003941188,0.122733502169144,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c2-r0,worker_sweep,D1,2.058,closed,csv,2,8,4,,0,7309,7309,162.38941975160466,162.38941975160466,0.0,0.0,0.012281573762553228,0.011370263993740082,0.024002152681350704,0.028325311411172154,0.033382154865190576,0.11804759595543146,0.3883938242165362,0.015650923177599908,5002405.831053105,1.5438396170419943,0.24062372602410412,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c2-r1,worker_sweep,D1,2.058,closed,csv,2,8,4,,1,7446,7446,165.44937257410942,165.44937257410942,0.0,0.0,0.012055039238782558,0.011217165505513549,0.02022400894202292,0.027961696498095993,0.03259685556404317,0.12965596187859774,0.37397097015869896,0.015433037420734763,4792647.211934343,1.5535336745830148,0.23299417780554804,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c4-r0,worker_sweep,D1,2.058,closed,csv,4,8,4,,0,13836,13836,307.4112428390579,307.4112428390579,0.0,0.0,0.012975085682362742,0.012014886597171426,0.024754899903200567,0.030205651908181603,0.03563727968139587,0.1395671940408647,0.387396200295615,0.016489309025928378,9516512.314395932,3.0260049264750237,0.4607459218524059,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c4-r1,worker_sweep,D1,2.058,closed,csv,4,8,4,,1,13895,13895,308.6791803019733,308.6791803019733,0.0,0.0,0.012920225664809716,0.01197343086823821,0.022649070713669044,0.03020115324296056,0.03475836826674666,0.1337514240294695,0.3860923707192594,0.01652234666980803,9148083.210465407,3.0122227017062158,0.45177480409668425,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c8-r0,worker_sweep,D1,2.058,closed,csv,8,8,4,,0,19951,19951,443.1796912695741,443.1796912695741,0.0,0.0,0.018009500852900606,0.01577110169455409,0.03240502951666713,0.04418158740736544,0.06473187142983457,0.15165230305865407,0.4594314637644021,0.02667780313640833,13689743.049671648,4.727707087456773,0.6883586979383604,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c8-r1,worker_sweep,D1,2.058,closed,csv,8,8,4,,1,22161,22161,492.23521578613605,492.23521578613605,0.0,0.0,0.016210921900227104,0.014347943011671305,0.030103113036602736,0.03847918389365077,0.05498870858923096,0.14007868990302086,0.4363038772398682,0.023797909263521433,14652128.690844731,5.193917270968404,0.7553080067626864,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c16-r0,worker_sweep,D1,2.058,closed,csv,16,8,4,,0,27647,27647,613.6897362032588,613.6897362032588,0.0,0.0,0.026009877068539182,0.02001732913777232,0.05747590982355174,0.0786607765685767,0.1403338259719469,0.20692023495212197,0.6209346132391378,0.04966536997817455,18658576.879828617,7.0755592666037055,0.9889691590409195,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n8-D1-c16-r1,worker_sweep,D1,2.058,closed,csv,16,8,4,,1,31503,31503,699.570779468827,699.570779468827,0.0,0.0,0.022822858161084463,0.02039220416918397,0.04048041570931671,0.05360751492902635,0.12001564922743042,0.16715388232842088,0.43969911509732335,0.03363186600618064,20931205.310196668,8.159098027558743,1.144400200037316,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c32-r0,worker_sweep,D1,2.058,closed,csv,32,8,4,,0,36970,36970,820.6434694724159,820.6434694724159,0.0,0.0,0.03892259046755034,0.033153794473037124,0.07916402993723749,0.10941058835014672,0.17587044085143438,0.2538936138153076,0.5596123008365012,0.06683238092809907,24940547.800485235,10.520093406900703,1.4236378347408125,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n8-D1-c32-r1,worker_sweep,D1,2.058,closed,csv,32,8,4,,1,38904,38904,863.3441381646041,863.3441381646041,0.0,0.0,0.036980884862753347,0.02880861540324986,0.08294722782447933,0.11514107082970441,0.1820758182592704,0.30957261892035604,0.6181475712525333,0.07068356000818311,25727168.07733251,11.084298159659676,1.504368809435732,0.0,1.0,UNKNOWN,False
wsweep-w4-n8-D1-c64-r0,worker_sweep,D1,2.058,closed,csv,64,8,4,,0,45358,45358,1005.4793777970731,1005.4793777970731,0.0,0.0,0.06348617549098552,0.05438370839692652,0.13448197648394855,0.1951050558919087,0.3256342036239826,0.641056512016803,0.6016424062650874,0.11222301437519495,30504657.186532427,13.84774675757785,1.7990935415880205,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n8-D1-c64-r1,worker_sweep,D1,2.058,closed,csv,64,8,4,,1,44247,44247,980.9546493492251,980.9546493492251,0.0,0.0,0.06507280509683862,0.05864481581375003,0.12452609986066815,0.170125367641449,0.3031668524751806,0.5216856622137129,0.5024599116694557,0.10379250654950735,29121720.747786343,13.699267118363856,1.7673009020060046,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n8-D1-c128-r0,worker_sweep,D1,2.058,closed,csv,128,8,4,,0,44096,44096,975.7704128521888,975.7704128521888,0.0,0.0,0.13069165379176215,0.11189447436481714,0.28046666365116835,0.3861918335780508,0.5429054455552289,0.7536705699749291,0.6024625594688664,0.23517413879744709,29396780.619544283,14.684979769721023,1.881435494910003,0.0,1.0,TAP_CPU_BOUND,False
wsweep-w4-n8-D1-c128-r1,worker_sweep,D1,2.058,closed,csv,128,8,4,,1,44298,44298,981.2710468642612,981.2710468642612,0.0,0.0,0.1301144333659943,0.11460929573513567,0.2763079930795357,0.3994696927024048,0.5902219582721668,0.9152581649832428,0.5911590715435425,0.22822711458429695,29162332.726799,14.638481940197284,1.8571682788510062,0.0,0.9999998906345797,TAP_CPU_BOUND,False
wprobe-w4cpu4-n1-D1-c1-r0,worker_limit_probe,D1,2.058,closed,csv,1,1,4,,0,3793,3793,84.26899359690522,84.26899359690522,0.0,0.0,0.011835890192677966,0.010909857228398323,0.023215847369283418,0.027783141043037172,0.031969139683992225,0.12195773515850306,0.39029712698049746,0.015080000180751077,2524325.869601338,0.7471183749362709,0.12652765882830658,0.0,0.9999987213322695,MEMORY_BOUND,False
wprobe-w4cpu4-n1-D1-c1-r1,worker_limit_probe,D1,2.058,closed,csv,1,1,4,,1,3832,3832,85.15349511034134,85.15349511034134,0.0,0.0,0.011712543303749693,0.010794335510581732,0.021128860651515355,0.02733471380546689,0.030242014151532597,0.11990521801635623,0.3791934083467936,0.014991229097358878,2527451.643665353,0.7561929739741121,0.1218357557789739,0.0,1.0,MEMORY_BOUND,False
wprobe-w4cpu4-n1-D1-c2-r0,worker_limit_probe,D1,2.058,closed,csv,2,1,4,,0,7322,7322,162.7075197880669,162.7075197880669,0.0,0.0,0.012258672326708065,0.011291643604636192,0.024080532998777923,0.02860963026527315,0.032710383212659865,0.13049070490524173,0.39442053097102264,0.01561060599051416,5027373.056725766,1.5225539775572343,0.24066614385330104,0.0,1.0,MEMORY_BOUND,False
wprobe-w4cpu4-n1-D1-c2-r1,worker_limit_probe,D1,2.058,closed,csv,2,1,4,,1,7414,7414,164.72269195086108,164.72269195086108,0.0,0.0,0.012107439250349877,0.011236929567530751,0.020341350068338215,0.028312277495861047,0.03222731256578124,0.12476500915363431,0.37256620406064583,0.015567004098556934,4774804.673973236,1.5200293891671646,0.2391117563027492,0.0,1.0,UNKNOWN,False
wprobe-w4cpu4-n1-D1-c4-r0,worker_limit_probe,D1,2.058,closed,csv,4,1,4,,0,7928,7928,176.0776997915875,176.0776997915875,0.0,0.0,0.022671188231650177,0.02307741716504097,0.04268523182254284,0.056395945455878914,0.12897997806687,0.14946832787245512,0.5364185299831824,0.03638357345480472,5281196.660695259,1.762497609463,0.26701315691719946,0.0,1.0,UNKNOWN,False
wprobe-w4cpu4-n1-D1-c4-r1,worker_limit_probe,D1,2.058,closed,csv,4,1,4,,1,11056,11056,245.57748990837217,245.57748990837217,0.0,0.0,0.016246798087983606,0.014148001093417406,0.029267071862705052,0.039310274948366,0.05622262711869943,0.1335978526622057,0.4638841693073128,0.02421328134369105,7252758.866659008,2.4065705181936545,0.36640225609358734,0.0,1.0,UNKNOWN,False
wprobe-w4cpu4-n1-D1-c8-r0,worker_limit_probe,D1,2.058,closed,csv,8,1,4,,0,14780,14780,328.2816286973828,328.2816286973828,0.0,0.0,0.024323956063489843,0.024484422989189625,0.04617321470286697,0.059720119656994884,0.1264600414298596,0.17781167896464467,0.5332523047046922,0.0393583781318739,10001783.568039639,3.4834852874216153,0.5007351151376719,0.0,1.0,UNKNOWN,False
wprobe-w4cpu4-n1-D1-c8-r1,worker_limit_probe,D1,2.058,closed,csv,8,1,4,,1,12131,12131,269.41300996903976,269.41300996903976,0.0,0.0,0.029643072315196393,0.028431717306375504,0.04771268577314913,0.06130048725754024,0.14130837304518168,0.17460612300783396,0.35913642044934485,0.04008226469159126,8229635.735486716,2.936461683493347,0.4194697425244734,0.0,1.0,UNKNOWN,False
wprobe-w4cpu4-n1-D1-c16-r0,worker_limit_probe,D1,2.058,closed,csv,16,1,4,,0,15089,15089,334.8800532668366,334.8800532668366,0.0,0.0,0.04769264832174197,0.04180040629580617,0.08649515807628631,0.12198963353410355,0.18148960902914868,0.23018106492236257,0.4490344003512766,0.07418136270716784,10343563.601971993,3.9238788910541706,0.5518057026879947,0.0,1.0,TAP_CPU_BOUND,False
wprobe-w4cpu4-n1-D1-c16-r1,worker_limit_probe,D1,2.058,closed,csv,16,1,4,,1,15222,15222,338.0504486284845,338.0504486284845,0.0,0.0,0.047275827255538326,0.046731971902772784,0.08122542938217518,0.10991272521670893,0.17233852666709612,0.21806238312274218,0.4395411580534935,0.06919778820592909,10298244.013541462,3.8403465087387834,0.5385723797730162,0.0,1.0,TAP_CPU_BOUND,False
